code	lc	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_pt	generic_name_en	generic_name_es	generic_name_fr	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_cs	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	arachidic-acid_value	arachidic-acid_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	alpha-linolenic-acid_value	alpha-linolenic-acid_unit	arachidonic-acid_value	arachidonic-acid_unit	trans-fat_value	trans-fat_unit	trans-fat_prepared_value	trans-fat_prepared_unit	cholesterol_value	cholesterol_unit	cholesterol_prepared_value	cholesterol_prepared_unit	added-sugars_value	added-sugars_unit	added-sugars_prepared_value	added-sugars_prepared_unit	polyols_value	polyols_unit	soluble-fiber_value	soluble-fiber_unit	vitamin-a_value	vitamin-a_unit	vitamin-a_prepared_value	vitamin-a_prepared_unit	vitamin-d_value	vitamin-d_unit	vitamin-d_prepared_value	vitamin-d_prepared_unit	vitamin-e_value	vitamin-e_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	folates_value	folates_unit	vitamin-b12_value	vitamin-b12_unit	pantothenic-acid_value	pantothenic-acid_unit	potassium_value	potassium_unit	potassium_prepared_value	potassium_prepared_unit	calcium_value	calcium_unit	calcium_prepared_value	calcium_prepared_unit	iron_value	iron_unit	iron_prepared_value	iron_prepared_unit	cocoa_value	cocoa_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_4_number_of_units	packaging_4_shape	packaging_4_material	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
0034334121742	en			Milk Chocolate Peanut Butter Block							8 oz	28 g			Sanders	sanders		Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries			United States	en:united-states			0											MILK CHOCOLATE (SUGAR, COCOA BUTTER, MILK, CHOCOLATE, SOY LECITHIN (AN EMULSIFIER), VANILLIN (AN ARTIFICIAL FLAVOR), VANILLA), PEANUT BUTTER (PEANUTS, HYDROGENATED PALM OIL, SALT), SUGAR, PALM KERNEL OIL, PARTIALLY DEFATTED PEANUT FLOUR, NONFAT MILK, SALT, SOY LECITHIN (AN EMULSIFIER), TBHQ, CITRIC ACID				Milk, Peanuts, Soybeans	en:milk,en:peanuts,en:soybeans	Eggs, Gluten, Nuts	en:eggs,en:gluten,en:nuts		serving	100g			150	kcal			10	g			5	g			14	g			13	g			1	g			3	g			112.5	mg			45	mg					150	kcal													0	g			5	mg			11	g											0	µg																							106	mg			49	mg			0	mg																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	24	unknown		1		-5	-15	1	0	-10							App - Yuka, Apps
0021130199235	en			Butterscotch Baking Chips							11 oz	15 g			Signature Select	signature-select		Snacks, Sweet snacks, Confectioneries, Baking decorations	en:snacks,en:sweet-snacks,en:confectioneries,en:baking-decorations			United States	en:united-states	Safeway	safeway	0											SUGAR, HYDROGENATED PALM KERNEL OIL, NONFAT DRY MILK, LACTOSE, DRY BUTTERMILK, WHEY POWDER, COCONUT OIL, YELLOW 6 LAKE, YELLOW 5 LAKE, RED 40 LAKE, BLUE 2 LAKE, BLUE 1 LAKE COLOR, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVORS, VANILLA EXTRACT, SALT.				Milk, Soybeans	en:milk,en:soybeans				serving	100g			80	kcal			3.5	g			3.5	g			10	g			10	g			0	g			0	g			50	mg			20	mg					80	kcal													0	g			0	mg			9	g											0	% DV																							0	mg			2	% DV			0	% DV																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	27	unknown		1		-5	-15	1	0	-10							App - Yuka, Apps, App - smoothie-openfoodfacts
0010700858689	en			Robin Eggs							2.2 oz	31 g			Whoppers	whoppers		Snacks, Sweet snacks, Confectioneries, Candies	en:snacks,en:sweet-snacks,en:confectioneries,en:candies			United States	en:united-states			0											DEXTROSE, SUGAR, CORN SYRUP SOLIDS, WHEY (MILK), HYDROGENATED PALM KERNEL OIL, PALM KERNEL OIL, COCOA, MALTED MILK (BARLEY MALT, WHEAT FLOUR, MILK, SALT, BAKING SODA), TAPIOCA DEXTRIN, ARTIFICIAL COLOR (BLUE 1 LAKE, YELLOW 5 LAKE, RED 40 LAKE), SORBITAN TRISTEARATE, CORN SYRUP, LECITHIN (SOY), SALT, ARTIFICIAL FLAVOR, CALCIUM CARBONATE, CARNAUBA WAX.				Gluten, Milk, Soybeans	en:gluten,en:milk,en:soybeans				serving	100g			140	kcal			4	g			3.5	g			26	g			22	g			0	g			0	g			112.5	mg			45	mg					140	kcal													0	g			0	mg			20	g											0	µg																							65	mg			30	mg			0.4	mg																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	26	d	32	1	31003	-5	-15	1	0	-10							App - Yuka, Apps
0030000575970	en			Red, White & Blue Crunch Sweetened Corn & Oat Cereal							16.9 oz (480g)	1.25 cup (38g)			Cap'n Crunch's	cap-n-crunch-s		Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals			United States	en:united-states			0											corn flour, sugar, oat flour, brown sugar, palm and/or coconut oil, salt, sodium citrate, natural and artificial flavor, malic acid, red 40, reduced iron, blue 1, niacinamide, thiamine mononitrate, bht, pyridoxine hydrochloride, riboflavin, folic acid.									serving	100g			150	kcal			1.5	g			0.5	g			33	g			17	g			1	g			2	g			600	mg			240	mg					150	kcal													0	g			0	mg			17	g											0	µg																																																						en:breakfast-cereals	en:cereals-and-potatoes,en:breakfast-cereals	4	en:4-ultra-processed-food-and-drink-products	e	19	e	15	1	32135	-5	-15	1	0	-10							App - Yuka, Apps, App - InFood, App - smoothie-openfoodfacts
4099100152579	en			Brunch Fruit Spread Set							4 x 5.6 oz	1 Tbsp (20 g)			Specially Selected	specially-selected		Spreads	en:spreads			United States	en:united-states	Aldi	aldi	0				Product of Belgium							"Peach Bellini Spread (SUGAR, PEACHES, MARC DE CHAMPAGNE, CITRIC ACID, PECTINS, CHAMPAGNE),
Strawberry Mimosa Spread (SUGAR, STRAWBERRIES, MARC DE CHAMPAGNE, CITRIC ACID, PECTINS, CHAMPAGNE),
Orange Mimosa Spread (SUGAR, ORANGES, WATER, MARC DE CHAMPAGNE, CITRIC ACID, PECTINS, CHAMPAGNE), 
Sangria Spread ()."				Orange	en:orange				serving	100g			50	kcal			0	g			0	g			12	g			12	g			0	g			0	g			0	g			0	g					50	kcal													0	g			0	mg			12	g											0	% DV																							0	mg			0	% DV			0	% DV																								4	en:4-ultra-processed-food-and-drink-products	d	13	unknown		1		-5	-15	1	0								App - Yuka, Apps
0071873474045	en			Kona Coffee Milk Chocolate Macadamias							226 g	4 pieces (28g)			Hawaiian Host	hawaiian-host		Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Macadamia nuts, Chocolate covered macadamias	en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:macadamia-nuts,en:chocolate-covered-macadamias	No gluten, No GMOs, Non GMO project	en:no-gluten,en:no-gmos,en:non-gmo-project	United States	en:united-states			0											ALMONDS (ALMONDS, EXPELLER PRESSED SUNFLOWER OIL). DARK CHOCOLATE CHUNKS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, SALT AND VANILLA). CASHEWS AND PECANS (CASHEWS AND PECANS, EXPELLER PRESSED SUNFLOWER OIL, SEA SALT).				Nuts, Soybeans	en:nuts,en:soybeans	Milk, Peanuts, Sesame seeds	en:milk,en:peanuts,en:sesame-seeds		serving	100g			140	kcal			9	g			4.5	g			16	g			14	g			1	g			2	g			87.5	mg			35	mg					140	kcal													0	g			5	mg			12	g											0	µg																							89	mg			44	mg			1	mg																						en:nuts	en:salty-snacks,en:nuts	4	en:4-ultra-processed-food-and-drink-products	d	15	e	14	1	15027	-5	-15	1	0								App - Yuka, Apps, App - smoothie-openfoodfacts
0898456001814	en			Dark Chocolate Sampler				Mexican-style stone ground chocolate			10.8 oz	38 g			Taza Chocolate	taza-chocolate		Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Chocolates, Dark chocolates, Dark chocolate bar	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:chocolates,en:dark-chocolates,en:dark-chocolate-bar	No gluten, Organic, Vegetarian, Kosher, No GMOs, USDA Organic, Vegan, Certified gluten-free, No soy, Orthodox Union Kosher, Without addition of dairy products, Direct Trade Certified Cacao	en:no-gluten,en:organic,en:vegetarian,en:kosher,en:no-gmos,en:usda-organic,en:vegan,en:certified-gluten-free,en:no-soy,en:orthodox-union-kosher,en:without-addition-of-dairy-products,en:direct-trade-certified-cacao	United States	en:united-states	Amazon	amazon	0					Somerville,Massachusetts,USA	somerville,massachusetts,usa					Organic cacao beans, organic cane sugar, organic almonds, organic ground chili, organic cayenne pepper, organic coffee, organic vanilla beans, organic cinnamon, sea salt.				Nuts	en:nuts	Nuts, Sesame seeds	en:nuts,en:sesame-seeds		serving	100g			200	kcal			11	g			7	g			23	g			15	g			6	g			3	g			50	mg			20	mg					200	kcal													0	g			0	mg			15	g											0	µg																							170	mg			20	mg			1	mg																					https://www.tazachocolate.com/collections/discs/products/sampler	en:chocolate-products	en:sugary-snacks,en:chocolate-products	3	en:3-processed-foods	e	19	e	15	1	31080	-5	-15	1	0								App - Yuka, Apps
0067275800032	en			Organic Four Fruit Spread							23 oz	18 g			3rd Row Organics	3rd-row-organics		Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Berry jams, Fruit spread	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:fruit-spread	Organic, USDA Organic	en:organic,en:usda-organic	United States	en:united-states			0				Product of Canada							ORGANIC FRUIT (ORGANIC STRAWBERRIES, ORGANIC MORELLO CHERRIES, ORGANIC RASPBERRIES, ORGANIC RED CURRANTS), ORGANIC CANE SUGAR, PECTIN SOLUTION (WATER, APPLE PECTIN), ASCORBIC ACID (VITAMIN C), CITRIC ACID.									serving	100g	30	kJ	30	kcal			0	g			0	g			8	g			7	g			0	g			0	g			12.5	mg			5	mg					30	kJ													0	g			0	mg			7	g																	14	mg																																																en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	c	6	b	60	1	31024	-5	-15	1	0								App - Yuka, Apps, App - smoothie-openfoodfacts
0034856008132	en			Fruit Punch Fruit Snacks							0.8 oz	22.7 g			Welch's	welch-s		Snacks, Sweet snacks	en:snacks,en:sweet-snacks	No gluten, No preservatives	en:no-gluten,en:no-preservatives	United States	en:united-states			0											FRUIT PUREE (GRAPE, APPLE, ORANGE, CHERRY, PINEAPPLE), CORN SYRUP, SUGAR, MODIFIED CORN STARCH, MODIFIED TAPIOCA STARCH, GELATIN, PECTIN, CITRIC ACID (ACIDULANT), LACTIC ACID, NATURAL AND ARTIFICIAL FLAVORS, ASCORBIC ACID (VITAMIN C), ALPHATOCOPHEROL ACETATE (VITAMIN E), VITAMIN A PALMITATE, SODIUM CITRATE, COCONUT OR CARNAUBA WAX, RED 40.				Apple, Gelatin, Orange	en:apple,en:gelatin,en:orange				serving	100g			70	kcal			0	g			0	g			17	g			10	g			0	g			1	g			50	mg			20	mg					70	kcal													0	g			0	mg			8	g							230	µg			0	µg																							0	mg			0	mg			0	mg																								4	en:4-ultra-processed-food-and-drink-products	d	11	unknown		1		-5	-15	1	0								App - Yuka, Apps, App - smoothie-openfoodfacts
0810031480111	en			"Reese’s Popcorn"								28 g			Reese's	reese-s		Snacks, Popcorn	en:snacks,en:popcorn			United States	en:united-states			0											SUGAR, POPCORN, VEGETABLE OIL (SUNFLOWER OIL, CANOLA OIL, SOYBEAN OIL, COTTONSEED OIL), HYDROGENATED VEGETABLE OIL (HYDROGENATED PALM KERNEL OIL, HYDROGENATED SOYBEAN OIL), PARTIALLY DEFATTED PEANUTS, COCOA, WHEY (MILK), OF CORN SYRUP SOLIDS, DEXTROSE, REDUCED PROTEIN WHEY (MILK), PALM KERNEL OIL, SKIM MILK, LECITHIN (SOY), NATURAL AND ARTIFICIAL FLAVORS.				Milk, Peanuts, Soybeans	en:milk,en:peanuts,en:soybeans	Eggs, Gluten, Nuts	en:eggs,en:gluten,en:nuts		serving	100g			140	kcal			7	g			3	g			19	g			11	g			2	g			2	g			187.5	mg			75	mg					140	kcal													0	g			0	mg			10	g											0	µg																																																								4	en:4-ultra-processed-food-and-drink-products	e	21	b	62	1	9230	-5	-15	1	0	-10							App - Yuka, Apps, App - InFood
0070784012094	en			Conversation Hearts				Hard Presed Candy			12 oz	15 g			Tops	tops		Snacks, Sweet snacks, Confectioneries, Candies	en:snacks,en:sweet-snacks,en:confectioneries,en:candies			United States	en:united-states	Tops	tops	0											Dextrose, Citric Acid, Calcium Stearate, Artificial Flavors, Red 40 Lake, Yellow 5 Lake, Blue 1 Lake.						Eggs, Gluten, Milk, Nuts, Peanuts, Sesame seeds, Soybeans	en:eggs,en:gluten,en:milk,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans		serving	100g			50	kcal			0	g			0	g			14	g			13	g			0	g			0	g			25	mg			10	mg					50	kcal													0	g			0	mg			13	g											0	% DV																											0	% DV			0	% DV																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	14	c	42	1	31003	-5	-15	1	0								App - smoothie-openfoodfacts, Apps
0098437101223	en			Iced Sugar Cookie w/ Sprinkles							3.4 oz	71 g			Casey's General Store	casey-s-general-store		Snacks, Sweet snacks, Biscuits and cakes, Biscuits	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits			United States	en:united-states			0											"SUGAR COOKIE: ENRICHED BLEACHED WHEAT FLOUR (ENRICHED WITH NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, AND FOLIC ACID), SUGAR, PALM OIL, WATER, CONTAINS 2% OR LESS OF: BAKING SODA, NATURAL AND ARTIFICIAL FLAVORS, NONFAT DRY MILK, SALT, SODIUM ACID PYROPHOSPHATE, SOY LECITHIN, WHOLE EGGS. 
WHITE ICING: SUGAR, WATER, CORN SYRUP, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: ARTIFICIAL COLOR, STEARIC ACID, AGAR, SALT, POTASSIUM SORBATE (PRESERVATIVE), GUAR GUM, PECTIN, DEXTROSE, CITRIC ACID, SODIUM HEXAMETAPHOSPHATE, NATURAL AND ARTIFICIAL FLAVOR. 
RAINBOW SPRINKLES: SUGAR, CORNSTARCH, HYDROGENATED PALM KERNEL OIL, SOY LECITHIN, GUM ARABIC, CONFECTIONER'S GLAZE, YELLOW #6 LAKE, YELLOW #5 DYE, YELLOW #5 LAKE, BLUE #1 LAKE, RED #40 LAKE, RED #3 DYE."				Eggs, Gluten, Soybeans	en:eggs,en:gluten,en:soybeans				serving	100g			320	kcal			14	g			7	g			47	g			31	g			1	g			2	g			425	mg			170	mg					320	kcal													0	g			5	mg			31	g											0	% DV																							0	% DV			0	% DV			15	% DV																						en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	24	d	39	1	24000	-5	-15	1	0	-10							App - smoothie-openfoodfacts, Apps
0071169700070	en			Black Cookie Icing							7 oz	35 g			Betty Crocker	betty-crocker		Cooking helpers	en:cooking-helpers	No gluten	en:no-gluten	United States	en:united-states			0											CORN SYRUP, GUM ACACIA, PROPYLENE GLYCOL ALGINATE, XANTHAN GUM, RED 40, BLUE 1, POTASSIUM SORBATE (PRESERVATIVE), NATURAL AND ARTIFICIAL FLAVOR, YELLOW 6, CITRIC ACID, YELLOW 5.									serving	100g			120	kcal			0	g			0	g			30	g			30	g			0	g			0	g			12.5	mg			5	mg					120	kcal													0	g			0	mg			30	g											0	µg																							0	mg			0	mg			0	mg																								4	en:4-ultra-processed-food-and-drink-products	d	14	unknown		1		-5	-15	1	0								App - smoothie-openfoodfacts, Apps
0043647391117	en			Apricot Preserve							12 oz	21 g			Wilkin & Sons	wilkin-sons		Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Apricot jams	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:apricot-jams			United States	en:united-states	Amazon	amazon	0											apricots, sugar, citric acid									serving	100g			60	kcal			0	g			0	g			14	g			14	g			0	g			0	g			0	mg			0	mg					60	kcal													0	g			0	mg			13	g											0	% DV																							35	mg			0	% DV			0	% DV																						en:sweets	en:sugary-snacks,en:sweets	3	en:3-processed-foods	d	11	b	70	1	31037	-5	-15	1	0								App - smoothie-openfoodfacts, Apps
0028000158606	en			Caramel Morsels							9 oz	14 g			Nestlé	nestle		Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries			United States	en:united-states	Safeway	safeway	0											SUGAR, PALM KERNEL OIL, NONFAT MILK, WHEY, ADDED COLORS (VEGETABLE JUICE, ANNATTO EXTRACT, TURMERIC OLEORESIN), NATURAL FLAVOR, SOY LECITHIN.				Milk, Soybeans	en:milk,en:soybeans				serving	100g			70	kcal			3.5	g			3.5	g			10	g			10	g			0	g			0	g			25	mg			10	mg					70	kcal													0	g			0	mg			9	g											0	µg																							20	mg			10	mg			0	mg																						en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	e	26	unknown		1		-5	-15	1	0	-10							App - smoothie-openfoodfacts, Apps
0009800820078	en			Nutella B-ready							36 x 0.7 oz	22 g			Nutella,Ferrero	nutella,ferrero		Snacks, Sweet snacks	en:snacks,en:sweet-snacks	Made in Italy	en:made-in-italy	United States	en:united-states			0											HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), WHEAT FLOUR, BAKER'S YEAST, BARLEY MALT EXTRACT, SALT, SKIM MILK, LECITHIN AS EMULSIFIER, WHEAT PROTEINS, WHEY PROTEINS.				Gluten, Milk, Nuts, Soybeans	en:gluten,en:milk,en:nuts,en:soybeans				serving	100g			110	kcal			6	g			2	g			15	g			10	g			1	g			2	g			125	mg			50	mg					110	kcal													0	g			0	mg			9	g											0	µg																							77	mg			0	mg			0.6	mg																								4	en:4-ultra-processed-food-and-drink-products	e	23	unknown		1		-5	-15	1	0	-10							App - smoothie-openfoodfacts, Apps
0077890672532	en			Honey Mustard							16 oz	1 tsp (6.2 g)			Wegmans	wegmans		Condiments, Sauces, Mustards	en:condiments,en:sauces,en:mustards			United States	en:united-states	Wegmans	wegmans	0											Sugar, Vinegar, Clover Honey, Mustard Flour, Water, Soybean Oil, Salt.				Mustard	en:mustard				serving	100g			20	kcal			0	g			0	g			4	g			0	g			0	g			0	g			62.5	mg			25	mg					20	kcal													0	g			0	mg			4	g											0	µg																							0	mg			0	mg			0	mg																						en:dressings-and-sauces	en:fats-and-sauces,en:dressings-and-sauces	3	en:3-processed-foods	c	8	c	54	1	11013	-5	-15	1	0								
0208187405469	en			Salted Caramel Killer Brownie								1.5 oz (42 g)			Wegmans	wegmans		Snacks, Sweet snacks, Biscuits and cakes, Cakes, Chocolate cakes, Brownies	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:brownies			United States	en:united-states	Wegmans	wegmans	0											Brownie Base (Sugar, Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour], Palm Oil, Food Starch, Alkalized Cocoa Powder, Sweet Whey, Leavening [Baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate], Natural Flavors [Milk, Soy], Salt, Xanthan Gum, Soy Flour, Soy Milk Powder, Mono & Diglycerides), Caramel (Sugar, Corn Syrup, Liquid Sugar, Nonfat Milk, Palm Oil, Butter Cream, Salt], Salt, Mono & Diglycerides, Soy Lecithin), Evaporated Milk (Evaporated Milk, Dipotassium Phosphate Carrageenan, Vitamin D3), Butter (Cream, Salt), Semi-Sweet Chocolate Chips (Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin, Natural Vanilla Extract), Pecans, Sugar, Chocolate Blossoms (Sugar, Unsweetened Cocoa, Cocoa Butter, Cocoa Powder [alkalized], Soy Lecithin [emulisifier], Natural Vanilla Extract), Sea Salt.				Gluten, Milk, Nuts, Soybeans	en:gluten,en:milk,en:nuts,en:soybeans				serving	100g			190	kcal			10	g			5	g			24	g			18	g			1	g			2	g			525	mg			210	mg					190	kcal													0	g			10	mg			17	g											0	µg																							83	mg			36	mg			1	mg																						en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	27	e	14	1	23032	-5	-15	1	0	-10							
0034000531042	en			Twizzlers Twists Strawberry		Twizzlers Twists Low Fat Strawberry Snack		twists strawberry flavored candies.			5 oz (141 g)	4 pieces 28 g			Twizzlers	twizzlers		Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries	Kosher, Orthodox Union Kosher, Product of USA, With artificial flavors	en:kosher,en:orthodox-union-kosher,en:product-of-usa,en:with-artificial-flavors	Bolivia, France, United States	en:bolivia,en:france,en:united-states			0		United States	en:united-states		Estados Unidos	estados-unidos	020503190056	020503190056			CORN SYRUP, ENRICHED WHEAT FLOUR [FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], SUGAR, CORNSTARCH, PALM OIL 2%, SALT, ARTIFICIAL FLAVOR, CITRIC ACID, ARTIFICIAL COLOR [RED 40], MINERAL OIL, LECITHIN (SOY).				Gluten, Soybeans	en:gluten,en:soybeans				serving	100g			90	kcal			0	g			0	g			22	g			11	g			0	g			1	g			150	mg			60	mg					90	kcal													0	g			0	mg			11	g											0	µg																							5	mg			0	mg			0.3	mg					1	en:bag	en:plastic														https://www.hersheyland.com/products/twizzlers-twists-strawberry-flavored-candy-7-oz-bag.html	en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	14	unknown				1	-10	1	0	-10							App - yuka, Apps, App - InFood
4713398110102	en			Black Sesame Cereal		Black sesame cereal					14.8 oz (420g)	1 sachet (30g)			GreenMax	greenmax		Plant-based foods and beverages, Plant-based foods, Cold Cereal, Hot Cereal	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cold-cereal,en:hot-cereal	Halal, HACCP	en:halal,en:haccp	France, United States	en:france,en:united-states			0											Sugar, Black Sesame, Wheat Flour, Glucose, Oat, Guar Gum, Nutritional Additives(Calcium Carbonate, Vitamin C, Ferric Pyrophosphate, Maltodextrin, Vitamin E. Vitamin B6, Vitamin B1, Vitamin A, Vitamin B2, Vitamin B12), Black Soybean, Rye, Black Glutinous Rice, Brown Rice, Buckwheat, Brown Sugar, Adlay, Wheat Germ, Yam.				Gluten, Sesame seeds, Soybeans	en:gluten,en:sesame-seeds,en:soybeans	Gluten, Milk, Nuts, Peanuts, Sesame seeds, Soybeans, Corn	en:gluten,en:milk,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans,en:corn		serving	100g			140	kcal			5.5	g			1	g			20	g			13	g			2	g			3	g			12.5	mg			5	mg					140	kcal																					13	g																																			40	mg			220	mg			2.4	mg						en:bag																		4	en:4-ultra-processed-food-and-drink-products	d	12	unknown				-5	-10	0	0								App - yuka, Apps, App - smoothie-openfoodfacts
0191414012014	fr			Waffle Cones filled with Dark Chocolate							4.23 oz	20 g			Just The Fun Part	just-the-fun-part		Snacks, Snacks sucrés	en:snacks,en:sweet-snacks			"États-Unis"	en:united-states			0													75% Chocolat de ménage; sucre, pâte de cacao, beurre de cacao, emulsionner (lécithine de tournesol), 25% Gaufrette; farine de blé enrichie, sucre, emulsionner (lécithine de soya), huile végétale, sirop de caramel, sel, aromatisation, eau.		Gluten	en:gluten				serving	100g			100	kcal			4	g			0.3	g			14	g			10	g			1	g			1.4	g			75	mg			30	mg					100	kcal													0	g			3	mg			9	g											0	µg																							60	mg			35	mg			0.7	mg																								4	en:4-ultra-processed-food-and-drink-products	d	13	unknown		1		-5	-15	1	0								App - Yuka, Apps, App - smoothie-openfoodfacts
